arch,init,seed,norm_theta,mean_absW,ln_r2_mean,stable_rank_mean,lens_power_mean,sv_entropy_mean
A,orthogonal,110,56.656862027412885,0.0690571199289939,0.8956274925762586,123.46141596650645,0.9999995186541887,4.753974668076306
A,orthogonal,111,56.65686215152738,0.06912264157869606,0.8946238368954792,123.46141547568988,0.9999995152468839,4.753974668076307
A,orthogonal,112,56.65686229790957,0.06912057628010787,0.8950203645806716,123.46141421716764,0.9999995113652039,4.753974668076307
A,orthogonal,113,56.65686223933845,0.06898744398805087,0.8957350042410053,123.46141451624497,0.9999995127487208,4.753974668076306
A,orthogonal,114,56.6568622686715,0.06905722890550905,0.8956106639859107,123.46141348656725,0.9999995095425999,4.753974668076307
A,orthogonal,115,56.65686225348412,0.06912452502027103,0.8937205341314326,123.46141279916813,0.9999995058820926,4.753974668076306
A,orthogonal,116,56.65686231501498,0.06903767125385767,0.8964022006940053,123.46141370402127,0.9999995098686072,4.753974668076307
A,orthogonal,117,56.656862071197985,0.06904202040770492,0.8940317808439056,123.46141419689974,0.9999995107273593,4.753974668076306
A,orthogonal,118,56.6568621785139,0.06906722229227834,0.8937852800298983,123.46141178877419,0.9999995008262572,4.753974668076306
A,orthogonal,119,56.656862247431185,0.06905778942449135,0.8953411622595593,123.46141427027791,0.9999995119567806,4.753974668076306
A,lognormal_he_scale,100,80.03867087691235,0.0987009140264829,0.9998345183255173,32.83721066363043,0.45191401661563957,4.548469822138674
A,lognormal_he_scale,101,80.21538686097459,0.09897813248651302,0.9998418844460281,32.6977300293502,0.45092163036480326,4.549134464020831
A,lognormal_he_scale,102,80.21372596761694,0.09886439739312025,0.999842887867459,32.59519398856636,0.45115065634922524,4.549409152331153
A,lognormal_he_scale,103,80.14637974617911,0.09877420597788104,0.9998291211400467,32.838244830012314,0.45317640474903015,4.548707475420761
A,lognormal_he_scale,104,80.13149538271485,0.09887610573927848,0.9998549690252345,32.85014272997605,0.44833318526128557,4.548474192023985
